"p_eurefvote","p_gross_household","p_sexuality","age","al_scaleW14","lr_scaleW14","antiIntellectual","immigSelf","euPriorityBalance","ukCitizen","euCitizen","likeFarage","likeJohnson","likeCorbyn","likeMay","immig_att","eth_wBrit","eth_other","relig_coe","relig_other"
1,2,"Heterosexual",55,8,2,4,2,8,1,0,7,5,1,6,10,1,0,0,NA
1,4,"Heterosexual",79,9.5,5,5,0,10,1,0,10,8,0,5,12,1,0,0,1
1,3,"Heterosexual",61,7,4.5,3,3,6,1,0,5,7,1,4,8,1,0,0,1
0,2,"Heterosexual",36,4,3,3,5,3,1,0,0,0,5,0,4,1,0,1,0
0,4,"Heterosexual",64,6.5,4.5,3,3,4,1,0,6,0,0,5,4,1,0,1,0
0,5,"Heterosexual",65,1.5,0,3,8,0,1,0,0,0,3,0,0,1,0,1,0
1,6,"Heterosexual",64,6,2.5,2,0,9,1,0,8,3,4,7,8,1,0,0,1
0,9,"Heterosexual",40,7.5,2.5,2,5,3,1,0,0,5,3,7,3,1,0,1,0
0,4,"Heterosexual",69,6.5,0,3,5,0,1,0,0,0,7,0,2,1,0,1,0
1,10,"Heterosexual",65,10,5,3,0,10,1,0,10,3,0,7,11,1,0,0,1
1,7,"Heterosexual",69,9,2.5,4,0,10,1,0,1,5,2,1,12,1,0,1,0
1,4,"Heterosexual",67,7.5,3.5,4,1,10,1,0,10,9,0,0,10,1,0,1,NA
1,10,"Heterosexual",43,7,1.5,5,0,10,1,0,7,6,0,3,12,1,0,0,1
0,11,"Heterosexual",38,5,3,3,5,2,1,0,3,5,0,7,4,1,0,0,1
0,14,"Heterosexual",34,2.5,7.5,5,5,0,1,0,0,0,0,2,0,1,0,1,0
1,4,"Heterosexual",64,4,1,5,7,0,1,0,0,0,7,3,NA,1,0,0,1
0,7,"Heterosexual",32,5,0.5,2,7,1,1,0,0,0,5,4,0,1,0,1,0
1,5,"Heterosexual",73,9.5,2.5,4,0,9,1,0,10,8,0,2,9,1,0,0,1
1,3,"Heterosexual",60,7.5,1.5,4,1,8,1,0,7,5,0,6,9,1,0,1,0
0,8,"Heterosexual",49,3,5,2,5,2,1,0,0,1,5,3,2,1,0,1,0
0,10,"Heterosexual",62,2.5,3.5,3,10,0,1,0,0,0,10,0,0,1,0,1,0
1,3,"Heterosexual",71,8.5,2.5,3,2,4,1,0,8,8,0,7,6,1,0,0,1
1,3,"Heterosexual",77,4,5,4,0,10,1,0,9,8,0,7,9,1,0,0,1
1,6,"Heterosexual",76,6,2.5,4,0,NA,1,0,0,5,0,8,12,1,0,0,1
1,14,"Heterosexual",38,8,5,4,3,10,1,0,10,10,5,4,8,0,1,0,1
1,7,"Heterosexual",70,5.5,0,3,5,10,1,0,5,5,8,0,9,1,0,0,1
1,6,"Heterosexual",36,5.5,3.5,5,3,8,1,0,6,6,2,7,6,1,0,0,1
0,13,"Homosexual",29,4.5,3,3,6,0,1,0,0,0,0,4,1,1,0,1,0
0,13,"Heterosexual",38,6,6.5,3,5,1,1,0,0,0,3,5,0,1,0,1,0
1,3,"Heterosexual",62,6.5,3.5,4,2,5,1,0,3,6,2,7,8,1,0,0,1
0,6,"Heterosexual",47,2.5,3.5,2,6,2,1,0,1,3,6,5,4,1,0,1,0
1,3,"Heterosexual",57,7,6.5,2,3,4,1,0,0,6,0,0,5,1,0,0,1
1,7,"Heterosexual",35,9,1,5,0,2,1,0,6,7,3,3,10,1,0,0,1
1,11,"Heterosexual",60,8,3.5,4,3,5,1,0,6,5,1,5,3,0,1,0,1
0,5,"Heterosexual",58,5.5,6,2,5,5,1,0,1,6,6,7,5,1,0,1,0
1,11,"Heterosexual",68,6.5,2,4,7,7,1,0,6,1,2,4,3,1,0,0,1
1,7,"Heterosexual",67,2,1,4,5,3,NA,0,7,0,5,5,2,1,0,1,0
0,3,"Heterosexual",44,9.5,6,4,5,2,1,0,2,3,0,8,4,1,0,1,0
0,9,"Heterosexual",64,7.5,5,4,4,6,1,0,7,0,0,6,4,1,0,1,0
1,10,"Heterosexual",46,8.5,3,3,5,8,1,0,7,8,0,4,4,1,0,1,0
0,11,"Heterosexual",47,2.5,1,1,10,0,1,0,0,0,2,3,0,1,0,1,0
0,3,"Heterosexual",48,4.5,0,3,10,0,1,0,0,4,9,1,0,1,0,0,1
1,4,"Heterosexual",70,7,3.5,5,0,9,1,0,6,0,0,10,4,1,0,1,0
0,NA,"Heterosexual",49,2,0.5,2,8,1,1,0,0,0,6,4,1,1,0,1,0
0,4,"Heterosexual",53,2.5,0,2,10,0,1,0,0,0,7,0,1,1,0,1,0
1,8,"Heterosexual",72,5.5,3,2,3,3,1,0,7,6,3,7,6,NA,0,1,0
0,12,"Homosexual",32,0.5,3.5,1,5,0,1,0,0,0,6,0,4,1,0,1,0
1,5,"Heterosexual",72,7,3,3,2,10,1,0,7,7,2,6,6,1,0,1,0
1,4,"Heterosexual",73,9,3.5,5,0,10,1,0,NA,0,0,0,12,1,0,0,1
0,5,"Heterosexual",58,6,2,2,7,0,1,0,0,1,6,1,2,1,0,0,1
1,3,"Heterosexual",59,7.5,4,4,9,10,1,0,4,0,7,8,4,1,0,0,1
1,4,"Heterosexual",69,7.5,4,3,3,8,1,0,5,3,1,6,7,1,0,1,0
0,14,"Heterosexual",69,5.5,3.5,3,7,2,1,0,0,6,2,5,4,1,0,1,0
1,6,"Heterosexual",86,8,6,4,2,5,1,0,10,7,10,6,4,1,0,1,0
0,7,"Heterosexual",28,7,4,3,5,8,1,0,5,5,7,8,3,1,0,1,0
1,7,"Heterosexual",57,9,2.5,3,0,10,1,0,8,8,0,5,12,1,0,1,0
1,6,"Prefer not to say",74,4.5,3,5,0,10,1,0,10,5,0,0,8,0,1,1,0
1,8,"Heterosexual",52,NA,5,5,3,10,1,0,7,7,0,4,4,1,0,0,1
0,10,"Heterosexual",25,3,4,1,8,0,1,1,0,0,3,0,0,1,0,1,0
1,7,"Heterosexual",57,5,2,3,3,7,1,0,4,6,3,3,4,1,0,0,1
1,4,"Heterosexual",38,8,1.5,3,5,9,1,0,4,0,3,3,6,1,0,1,0
0,13,"Prefer not to say",92,5,7.5,4,1,5,1,0,5,6,0,6,5,1,0,1,0
1,2,"Heterosexual",60,7.5,4,3,2,10,1,0,6,8,5,6,9,1,0,1,0
0,2,"Heterosexual",68,6,2.5,4,3,2,1,0,0,0,4,1,0,1,0,0,1
NA,7,"Prefer not to say",37,7,1.5,4,1,7,1,0,1,0,0,0,7,1,0,1,0
0,4,"Homosexual",58,5,3,4,5,0,1,0,0,9,0,3,4,1,0,0,1
0,9,"Heterosexual",59,3.5,0.5,2,6,0,1,0,0,0,5,0,0,1,0,0,1
0,15,"Homosexual",42,1.5,1,1,5,0,1,1,0,0,3,0,3,1,0,1,0
1,14,"Heterosexual",30,5,7.5,3,4,6,1,0,1,7,0,4,6,1,0,0,1
1,12,"Heterosexual",49,9,4,4,0,2,1,0,5,4,1,7,9,1,0,0,1
1,4,"Heterosexual",56,7.5,2.5,4,0,10,1,0,10,0,0,0,10,1,0,1,0
1,9,"Heterosexual",62,9,0,5,0,9,1,0,5,5,0,3,12,1,0,0,1
1,12,"Heterosexual",53,8,0,3,0,10,1,0,8,7,0,6,12,1,0,1,0
0,14,"Heterosexual",54,7,5.5,2,6,2,1,0,0,0,0,6,3,1,0,0,1
1,2,"Heterosexual",83,9.5,0,5,0,10,1,0,10,2,0,0,8,1,0,0,1
1,4,"Homosexual",67,4.5,6.5,5,0,9,1,0,10,8,0,0,9,1,0,0,1
0,13,"Heterosexual",58,6,4,2,7,1,1,0,0,0,8,0,2,1,0,1,0
1,5,"Heterosexual",54,9.5,1.5,2,3,6,1,0,6,7,4,6,8,1,0,0,1
1,10,"Heterosexual",35,4.5,1,3,4,2,1,0,2,1,5,2,5,1,0,1,0
1,3,"Heterosexual",57,4.5,3,3,5,2,1,0,1,4,5,5,1,1,0,0,1
1,4,"Heterosexual",59,10,2.5,5,2,0,1,0,0,0,8,0,4,1,0,1,0
0,4,"Heterosexual",83,9,4.5,3,4,9,1,0,3,6,0,9,7,1,0,0,1
1,8,"Heterosexual",51,7,3,5,2,7,1,0,8,7,0,5,8,1,0,0,1
1,6,"Heterosexual",52,6.5,3.5,3,5,7,1,0,1,4,2,4,4,1,0,0,1
1,5,"Heterosexual",64,5.5,4,3,5,1,1,0,4,4,0,9,4,1,0,1,0
1,2,"Heterosexual",68,3,0,3,10,0,1,0,3,5,7,5,0,1,0,1,0
1,5,"Heterosexual",71,7.5,7,2,3,5,1,0,5,4,0,8,2,1,0,0,1
0,5,"Homosexual",45,3.5,3,3,7,0,1,0,0,1,6,0,2,1,0,1,0
1,8,"Heterosexual",45,7.5,4.5,3,0,9,1,0,5,9,0,4,8,1,0,1,0
0,6,"Heterosexual",44,5,3,2,5,0,1,0,0,0,0,0,4,1,0,0,1
0,9,"Heterosexual",53,5.5,0,1,5,0,1,0,0,0,3,0,2,1,0,0,1
0,5,"Bisexual",29,1.5,1,3,10,5,1,0,0,0,5,0,2,1,0,1,0
1,7,"Heterosexual",56,8.5,2.5,3,0,10,1,0,7,9,1,6,8,1,0,0,1
0,3,"Heterosexual",76,5,5,5,3,2,1,0,0,0,1,5,7,1,0,0,1
0,12,"Heterosexual",68,6,4,3,5,2,1,0,0,2,5,6,0,1,0,0,1
1,7,"Heterosexual",82,10,6.5,3,0,0,1,0,8,9,0,0,12,NA,0,0,1
1,8,"Heterosexual",55,7,6,3,3,5,1,0,5,2,1,7,5,1,0,0,1
1,5,"Heterosexual",69,9.5,0.5,5,2,8,1,0,7,5,0,6,10,1,0,1,0
1,8,"Heterosexual",49,7,3,4,3,5,1,0,3,7,2,6,8,1,0,0,1
1,3,"Heterosexual",60,10,1.5,4,2,10,1,0,1,0,7,6,7,1,0,0,1
0,8,"Heterosexual",37,1.5,5.5,2,10,5,1,1,0,0,1,0,0,0,1,1,0
1,6,"Heterosexual",47,8,6.5,4,5,4,1,0,7,8,3,9,4,1,0,0,1
1,5,"Heterosexual",78,9,8.5,1,0,10,1,0,8,10,0,2,12,1,0,0,1
0,13,"Heterosexual",40,7.5,1.5,4,5,0,1,0,0,0,5,0,4,1,0,0,1
1,5,"Heterosexual",61,7.5,4,3,4,4,1,0,6,6,2,7,3,1,0,1,0
0,11,"Heterosexual",54,5,4,2,4,5,1,0,2,2,2,6,7,1,0,0,1
1,8,"Heterosexual",39,9.5,5,2,0,8,1,0,0,0,4,4,10,1,0,1,0
1,7,"Heterosexual",70,6.5,4,4,5,5,1,0,6,6,0,6,2,1,0,0,1
0,10,"Heterosexual",41,8,4,2,7,0,1,0,0,2,2,4,2,0,1,0,1
1,8,"Heterosexual",53,8.5,7.5,3,2,5,1,0,6,10,0,7,8,1,0,NA,1
0,8,"Heterosexual",36,9,3.5,2,3,10,1,0,0,7,2,5,4,1,0,0,1
1,3,"Heterosexual",80,7.5,4.5,3,5,8,1,0,2,3,1,8,5,1,0,1,0
1,5,"Heterosexual",64,8,6.5,4,5,8,1,0,5,9,0,8,2,1,0,0,1
1,5,"Heterosexual",66,5.5,5.5,2,4,5,1,0,10,9,0,4,6,1,0,0,1
1,7,"Heterosexual",50,6.5,2.5,3,1,2,1,0,5,5,0,5,5,1,0,1,0
1,3,"Heterosexual",69,9,2.5,5,0,10,1,0,0,10,0,0,2,1,0,1,0
0,10,"Heterosexual",71,9.5,1.5,4,0,9,1,0,0,0,0,0,10,1,0,0,1
1,4,"Heterosexual",71,9.5,0,5,0,10,1,0,0,8,0,3,10,1,0,0,1
0,5,"Heterosexual",61,7.5,4,3,6,3,1,0,1,6,7,2,6,0,1,0,1
1,4,"Heterosexual",65,7,4.5,3,2,10,1,0,9,9,0,9,8,1,0,1,0
1,3,"Heterosexual",50,8,1,4,0,10,1,0,10,9,0,3,12,1,0,1,0
0,7,"Heterosexual",36,4,1,3,8,0,1,0,0,0,9,1,1,1,0,1,0
1,9,"Heterosexual",67,7.5,7,4,2,9,1,0,9,10,0,7,10,1,0,0,1
1,3,"Heterosexual",70,7,3,3,5,0,1,0,0,0,10,0,6,1,0,0,1
1,5,"Heterosexual",28,5,5,3,4,5,1,0,6,7,5,0,6,1,0,1,0
0,9,"Heterosexual",49,0,3,3,8,0,1,0,0,0,1,2,0,1,0,0,1
1,3,"Heterosexual",45,7.5,1.5,4,3,7,1,0,8,7,0,5,6,1,0,0,1
0,13,"Heterosexual",56,8,9.5,1,0,1,1,0,5,6,0,6,12,1,0,0,1
0,13,"Heterosexual",60,3.5,1.5,2,5,0,1,1,4,3,6,4,0,1,0,1,0
1,3,"Heterosexual",56,6,4.5,2,5,5,1,0,3,1,1,6,6,1,0,1,0
1,2,"Heterosexual",61,6.5,5,4,0,7,1,0,2,6,0,5,7,1,0,0,1
1,4,"Heterosexual",70,6,4.5,4,4,6,1,0,9,7,3,7,7,1,0,0,1
1,2,"Heterosexual",72,7.5,3,4,0,10,1,0,0,0,0,8,9,1,0,0,1
1,10,"Heterosexual",57,10,2,4,0,10,1,0,3,0,0,8,12,1,0,0,1
0,11,"Heterosexual",50,7.5,2.5,4,2,7,1,0,8,7,0,9,7,1,0,0,1
1,7,"Heterosexual",44,8.5,4,3,4,7,1,0,3,6,3,7,6,1,0,0,1
0,14,"Heterosexual",60,8.5,6,1,6,2,1,0,1,3,3,4,4,1,0,1,0
1,3,"Heterosexual",60,7.5,2.5,4,0,7,1,0,8,2,0,5,9,1,0,0,1
1,11,"Heterosexual",68,6,5.5,3,4,6,1,0,6,2,0,7,7,1,0,1,0
1,12,"Heterosexual",66,6.5,5.5,2,1,8,1,0,5,8,5,5,11,1,0,0,1
1,6,"Heterosexual",66,7.5,6.5,5,4,10,1,0,NA,9,0,8,6,1,0,1,0
0,6,"Heterosexual",28,8.5,7,1,NA,0,0,1,2,0,4,4,4,0,1,1,0
0,2,"Heterosexual",55,9,0.5,3,4,1,1,0,0,0,8,0,7,1,0,0,1
0,4,"Heterosexual",64,5,1,2,7,3,1,0,0,0,9,0,2,1,0,1,0
1,5,"Heterosexual",69,5.5,3,4,5,5,1,0,3,6,7,5,6,1,0,0,1
1,13,"Heterosexual",71,4,4,3,4,5,1,0,3,8,1,8,4,1,0,0,1
0,4,"Heterosexual",50,5,2.5,3,5,3,1,0,0,0,3,7,2,1,0,0,1
0,5,"Heterosexual",61,5,3,2,8,2,1,0,0,0,0,6,0,1,0,1,0
0,8,"Heterosexual",66,9,2.5,5,5,7,1,0,0,1,0,5,6,1,0,1,0
0,3,"Heterosexual",63,6,0,5,7,1,1,0,0,2,9,0,4,1,0,1,0
1,8,"Heterosexual",69,8,1,5,0,6,1,0,9,2,0,7,7,1,0,0,1
0,8,"Heterosexual",63,2,2.5,2,8,0,1,0,0,0,5,5,0,1,0,1,0
1,4,"Heterosexual",79,9.5,5.5,5,5,10,1,0,5,1,0,10,4,1,0,0,1
1,13,"Prefer not to say",59,5,3,2,4,3,1,0,3,4,4,8,4,1,0,0,NA
0,15,"Heterosexual",63,3.5,0.5,1,9,0,1,0,0,0,6,0,0,1,0,1,0
0,9,"Bisexual",71,8,3.5,3,3,5,1,0,0,5,1,6,5,0,1,0,1
0,11,"Heterosexual",74,6.5,6.5,3,6,3,1,NA,3,4,1,3,0,1,0,0,1
0,8,"Heterosexual",29,6,6.5,1,3,9,1,0,10,10,7,7,0,1,0,0,1
0,13,"Heterosexual",50,6,3,2,7,1,1,0,0,0,1,4,2,1,0,0,1
1,3,"Heterosexual",65,6.5,3,2,2,7,1,0,8,6,0,0,8,1,0,1,0
1,4,"Heterosexual",70,9.5,1,4,0,6,1,0,2,5,5,3,12,1,0,0,1
0,11,"Heterosexual",33,4.5,4,3,7,3,1,0,0,1,5,3,4,1,0,0,1
0,9,"Heterosexual",69,10,6.5,3,5,8,1,0,5,5,0,8,7,1,0,0,1
0,10,"Heterosexual",36,7,0,1,10,0,0,1,0,0,0,0,0,0,1,0,1
1,11,"Heterosexual",67,8.5,5.5,3,7,10,1,0,0,5,0,9,5,1,0,1,0
0,5,"Heterosexual",62,3.5,2.5,2,3,2,1,0,0,0,3,2,3,1,0,1,0
1,7,"Heterosexual",80,9,6.5,3,0,10,1,0,9,5,0,8,8,1,0,0,1
0,13,"Heterosexual",40,4,2.5,2,4,3,1,1,4,3,1,5,6,1,0,0,1
1,5,"Heterosexual",58,9,4,3,5,5,1,0,0,0,0,7,6,1,0,0,1
0,6,"Heterosexual",67,10,4.5,1,7,3,1,0,0,0,0,10,2,1,0,1,0
1,8,"Heterosexual",70,5,7.5,4,0,8,1,0,7,0,1,7,10,1,0,0,1
1,6,"Heterosexual",42,4,5.5,4,4,7,0,0,8,8,1,10,6,0,1,1,0
1,3,"Heterosexual",62,8.5,2,3,1,10,1,0,2,5,6,0,8,1,0,1,0
1,2,"Heterosexual",70,7.5,2.5,4,1,8,1,0,7,3,2,3,2,1,0,0,1
1,3,"Heterosexual",73,7.5,5.5,3,4,5,1,0,7,7,0,7,4,1,0,0,1
0,5,"Heterosexual",72,7.5,2,3,5,1,1,0,2,2,7,3,3,1,0,1,0
1,3,"Heterosexual",74,6,2.5,3,4,5,1,0,3,5,0,6,2,1,0,0,1
1,3,"Other",67,10,0,4,1,5,1,0,4,3,0,1,7,1,0,0,1
1,11,"Heterosexual",69,9.5,4,5,0,10,1,0,10,10,0,3,12,0,1,0,1
1,4,"Heterosexual",64,7.5,3.5,4,3,9,1,0,10,8,0,5,9,1,0,0,1
1,8,"Heterosexual",77,8,5,3,2,10,1,0,10,10,0,2,8,1,0,0,1
1,11,"Bisexual",36,8.5,1,4,3,3,1,0,0,1,7,2,4,1,0,1,0
0,11,"Heterosexual",63,5,6.5,2,4,4,1,0,5,4,2,7,5,1,0,1,0
0,10,"Homosexual",36,2.5,3,2,5,1,1,0,0,0,6,0,3,1,0,0,1
1,11,"Heterosexual",47,10,4.5,3,0,10,1,0,3,7,0,8,12,1,0,0,1
1,7,"Heterosexual",74,4.5,2,4,3,3,1,0,5,4,7,6,6,1,0,1,0
0,9,"Heterosexual",32,3.5,3.5,2,6,3,1,0,0,4,6,6,2,1,0,1,0
1,4,"Heterosexual",64,7,0,5,0,5,1,0,0,0,0,0,6,1,0,0,1
0,4,"Bisexual",27,0.5,0.5,1,10,0,1,0,0,0,9,0,0,1,0,1,0
0,6,"Heterosexual",26,1,4.5,1,10,7,1,0,0,0,6,1,0,1,0,1,0
1,4,"Prefer not to say",24,7,4.5,2,2,8,0,1,10,4,8,6,5,0,1,0,1
0,13,"Heterosexual",41,5.5,6,1,5,0,1,0,0,3,3,7,2,1,0,1,0
1,6,"Heterosexual",62,8.5,2,4,0,8,1,0,0,0,0,0,10,1,0,0,1
0,9,"Heterosexual",56,5,2,1,5,0,1,0,0,0,4,0,0,0,1,0,1
1,6,"Heterosexual",77,7.5,4,4,0,10,1,0,5,5,0,8,12,1,0,0,1
0,4,"Heterosexual",64,5,5,3,5,3,1,0,2,5,3,7,5,1,0,0,1
0,4,"Heterosexual",71,0,3.5,2,8,1,1,0,0,0,3,0,0,1,0,1,0
1,11,"Heterosexual",59,9,1.5,3,1,9,1,0,6,3,0,4,10,1,0,0,1
0,4,"Heterosexual",40,5.5,2,3,3,2,0,1,0,0,7,2,7,0,1,1,0
0,5,"Homosexual",43,1.5,0,2,5,0,1,0,0,0,10,0,2,0,1,1,0
1,2,"Heterosexual",68,8.5,1.5,4,0,10,1,0,10,10,0,0,10,1,0,0,1
0,12,"Heterosexual",48,5,0,1,5,0,1,NA,0,0,2,0,0,0,1,0,1
0,13,"Heterosexual",45,6,1.5,2,8,3,1,0,0,0,0,0,1,1,0,1,0
1,5,"Heterosexual",79,9,4.5,4,1,9,1,0,10,10,0,6,6,1,0,0,1
0,12,"Heterosexual",42,4.5,4,2,8,0,1,0,0,0,6,5,3,1,0,1,0
0,2,"Heterosexual",64,6,2.5,3,5,0,1,0,0,0,4,6,0,1,0,0,1
1,5,"Heterosexual",66,4.5,7.5,2,5,3,1,0,3,7,0,3,2,1,0,0,1
1,1,"Heterosexual",54,8,3.5,3,0,10,1,0,9,8,0,0,12,1,0,0,1
1,11,"Heterosexual",56,7.5,6,4,3,10,1,0,7,7,3,8,7,1,0,1,0
1,3,"Heterosexual",86,7.5,7,5,0,5,1,0,0,10,0,5,2,1,0,0,1
1,5,"Prefer not to say",76,9.5,1.5,5,0,10,1,0,0,0,0,10,10,1,0,0,1
0,13,"Heterosexual",34,1,0,2,8,0,1,0,0,0,6,3,2,1,0,1,0
0,12,"Heterosexual",38,6.5,4.5,3,5,0,1,0,1,4,4,6,4,1,0,1,0
0,13,"Heterosexual",50,2.5,0.5,1,8,0,1,0,0,0,3,1,0,1,0,0,1
0,9,"Heterosexual",41,6.5,4.5,3,3,7,1,0,3,5,0,7,8,1,0,1,0
1,1,"Heterosexual",21,8.5,5.5,3,3,5,1,0,5,7,0,7,10,1,0,1,0
1,5,"Heterosexual",66,7,2.5,4,5,3,NA,0,0,1,0,0,5,1,0,1,0
1,9,"Heterosexual",32,9,3,5,3,5,1,0,8,1,2,3,2,1,0,1,0
1,7,"Heterosexual",61,6.5,2.5,2,2,10,1,0,9,5,2,8,8,1,0,1,0
1,5,"Heterosexual",72,5.5,6.5,3,5,8,1,0,5,2,2,2,2,1,0,0,1
0,10,"Heterosexual",46,4,2.5,2,7,1,1,0,0,0,3,1,0,1,0,1,0
1,2,"Heterosexual",58,9,2.5,3,2,8,1,0,9,6,3,2,11,1,0,0,1
0,8,"Heterosexual",53,2,1,1,8,5,1,1,0,0,2,0,2,1,0,1,0
1,10,"Heterosexual",34,7,0,1,0,10,1,0,6,3,4,0,12,1,0,1,0
0,3,"Heterosexual",64,9,3.5,4,0,2,1,0,0,0,0,0,6,1,0,1,0
0,3,"Heterosexual",66,5.5,2,2,6,3,1,0,0,0,4,0,1,1,0,1,0
1,4,"Heterosexual",67,9.5,5,3,0,9,1,0,8,8,3,9,4,1,0,0,1
1,4,"Heterosexual",76,7.5,2.5,5,3,5,1,0,10,5,0,10,5,1,0,0,1
1,5,"Heterosexual",68,7.5,2.5,4,0,10,1,0,10,6,0,7,12,1,0,0,1
0,13,"Heterosexual",58,5,6,2,6,0,1,0,0,1,5,1,1,0,1,0,1
1,7,"Heterosexual",73,7,7,4,3,8,1,0,7,5,0,7,7,1,0,0,1
0,5,"Heterosexual",63,3.5,5.5,1,5,1,1,0,0,0,3,1,4,1,0,1,0
0,9,"Heterosexual",34,4,0,4,5,2,1,0,0,3,10,0,1,1,0,1,0
1,11,"Heterosexual",38,8.5,2,3,0,10,1,0,10,10,0,4,12,1,0,1,0
1,10,"Bisexual",38,3.5,0,2,0,10,1,0,2,8,9,2,9,0,1,0,1
0,3,"Homosexual",78,3.5,4.5,4,0,1,1,0,2,2,3,7,9,1,0,0,1
1,5,"Heterosexual",51,9,2.5,3,5,3,1,0,0,4,2,2,6,1,0,1,0
1,5,"Heterosexual",80,8.5,3.5,3,0,8,1,0,10,9,0,0,10,1,NA,0,1
0,7,"Heterosexual",47,5,0,3,4,2,1,0,1,0,5,3,2,1,0,1,0
0,8,"Heterosexual",26,2.5,3.5,1,5,3,1,0,0,1,4,3,1,1,0,1,0
0,8,"Heterosexual",31,5.5,4.5,3,8,0,1,0,0,0,10,0,2,0,1,1,0
1,5,"Heterosexual",61,7,4,3,2,10,1,0,9,NA,0,5,10,1,0,0,1
1,9,"Heterosexual",60,5,4,3,2,7,1,0,2,4,3,7,5,1,0,0,1
1,2,"Heterosexual",66,9,1,4,6,8,1,0,5,8,2,8,2,1,0,1,0
1,4,"Heterosexual",40,7,5.5,3,0,8,1,NA,9,6,0,5,10,1,0,0,1
0,10,"Heterosexual",49,7.5,4,4,2,8,1,0,2,10,0,4,3,1,0,0,1
0,10,"Heterosexual",72,3.5,4.5,1,7,0,1,0,0,0,0,0,2,1,0,1,0
0,6,"Heterosexual",23,2.5,3.5,1,8,1,1,0,0,0,5,0,0,1,0,1,0
0,8,"Heterosexual",54,0.5,3,2,5,0,1,0,0,0,7,7,0,1,0,1,0
1,5,"Heterosexual",62,7.5,3,4,5,5,1,0,6,5,0,8,6,1,0,1,0
1,12,"Heterosexual",NA,9,1,5,0,10,1,0,10,8,0,3,9,1,0,0,1
0,15,"Heterosexual",51,8,7,2,3,2,1,0,5,4,0,6,3,1,0,0,1
1,10,"Heterosexual",49,9.5,3,5,0,10,1,0,10,5,0,3,12,1,0,0,1
1,2,"Heterosexual",57,9.5,3,3,1,10,1,0,8,8,0,5,9,1,0,0,1
1,4,"Heterosexual",71,8,4.5,3,0,10,1,0,9,8,0,6,8,1,0,0,1
0,12,"Heterosexual",65,4,1.5,4,4,1,1,0,0,0,3,3,5,1,0,1,0
1,7,"Heterosexual",45,9.5,0,5,0,10,1,0,5,5,5,0,8,1,0,1,0
1,2,"Heterosexual",58,8.5,2.5,5,2,10,1,0,3,0,0,7,4,1,0,1,0
1,6,"Heterosexual",60,6.5,1.5,4,3,1,1,0,5,5,0,4,8,1,0,1,0
0,2,"Heterosexual",63,2.5,3.5,1,5,0,1,0,0,0,0,0,2,1,0,1,0
1,2,"Heterosexual",75,8.5,1,5,0,10,1,0,10,10,0,0,10,1,0,1,0
0,6,"Heterosexual",69,3.5,2.5,4,5,1,1,0,0,3,4,1,5,1,0,1,0
1,9,"Heterosexual",60,6.5,3,2,3,8,1,0,6,3,0,8,6,1,0,0,1
1,2,"Heterosexual",61,8,5.5,3,0,10,1,0,10,7,0,10,12,1,0,0,1
0,12,"Heterosexual",41,8,2.5,3,5,2,1,0,0,1,6,6,3,1,0,1,0
1,6,"Heterosexual",77,9,7.5,3,0,5,1,0,5,7,0,8,7,1,0,0,1
0,11,"Heterosexual",49,6,6.5,3,7,1,1,0,0,1,2,6,2,1,0,0,1
0,10,"Heterosexual",48,7,2,4,2,4,1,0,0,0,5,1,6,1,0,0,1
0,2,"Prefer not to say",63,3.5,0,2,7,0,1,0,0,0,7,0,0,1,0,1,0
1,9,"Heterosexual",61,5,3.5,4,5,5,1,0,9,4,2,8,5,1,0,0,1
0,8,"Heterosexual",27,6.5,3,2,1,1,1,0,0,0,4,1,4,1,0,1,0
1,3,"Heterosexual",70,8,0,4,2,5,1,0,4,0,3,0,6,1,0,0,1
1,4,"Heterosexual",72,9.5,2.5,4,0,5,1,0,8,8,4,2,12,1,0,1,0
0,9,"Heterosexual",73,8.5,5,3,5,5,1,0,0,0,0,5,6,1,0,0,1
0,14,"Heterosexual",40,3,2.5,2,5,0,1,0,0,0,4,0,1,1,0,0,1
1,3,"Heterosexual",59,8.5,2,4,0,10,1,0,5,5,0,5,12,1,0,0,1
1,6,"Heterosexual",69,9.5,0.5,4,0,10,1,0,10,3,0,8,7,1,0,0,1
0,8,"Heterosexual",48,5,5.5,2,6,2,1,1,2,2,5,6,3,1,0,0,1
1,10,"Heterosexual",68,6,5,4,1,10,1,0,8,6,0,0,8,1,0,0,1
0,7,"Heterosexual",66,6.5,5.5,2,5,0,1,0,0,1,0,1,0,1,0,0,1
0,13,"Heterosexual",62,7.5,8.5,2,4,1,1,0,1,3,2,6,4,1,0,1,0
1,9,"Heterosexual",73,8.5,3,4,0,4,1,0,6,7,0,5,9,1,0,0,1
0,13,"Heterosexual",65,5.5,4,3,3,2,1,0,1,1,0,4,8,1,0,0,1
0,3,"Heterosexual",54,7,2,4,5,1,1,0,0,0,6,1,7,1,0,0,1
1,8,"Heterosexual",59,8,5,3,3,10,1,1,6,7,0,0,5,1,0,0,1
1,13,"Heterosexual",47,7,6.5,3,5,2,1,0,7,8,0,5,3,1,NA,1,0
0,12,"Heterosexual",64,7.5,4,3,4,2,1,0,0,1,NA,8,5,1,0,1,0
0,14,"Heterosexual",50,5,NA,5,7,0,1,0,0,0,4,0,1,1,0,0,1
