"p_eurefvote","p_gross_household","p_sexuality","age","al_scaleW14","lr_scaleW14","antiIntellectual","immigSelf","euPriorityBalance","ukCitizen","euCitizen","likeFarage","likeJohnson","likeCorbyn","likeMay","immig_att","eth_wBrit","eth_other","relig_coe","relig_other"
1,12,"Heterosexual",42,9,3.5,3,3,8,1,0,2,4,2,8,4,1,0,1,0
1,12,"Heterosexual",55,10,5,3,4,5,1,0,7,6,0,5,6,1,0,0,1
0,10,"Heterosexual",69,1.5,6.5,1,5,0,1,0,1,1,1,4,0,1,0,1,0
0,6,"Heterosexual",59,4,3.5,2,5,2,1,0,0,1,2,2,4,1,0,1,0
0,11,"Heterosexual",49,5.5,4.5,3,7,2,1,0,0,0,0,0,2,1,0,0,1
1,5,"Heterosexual",46,8.5,3.5,4,0,5,1,0,7,8,0,8,8,1,0,1,0
0,11,"Heterosexual",55,7,3.5,2,3,4,1,0,0,0,0,4,7,1,0,0,NA
1,5,"Heterosexual",60,7.5,1.5,4,1,7,1,0,10,10,1,6,8,1,0,0,1
1,5,"Heterosexual",69,9,1,4,0,9,1,0,8,0,0,0,8,1,0,0,1
0,8,"Heterosexual",74,7,3.5,3,5,0,1,0,0,0,4,0,2,1,0,0,1
0,8,"Heterosexual",NA,9,5,4,1,2,1,0,1,5,0,3,7,1,0,0,1
1,4,"Heterosexual",59,5.5,2.5,2,0,8,1,0,7,1,0,8,0,1,0,0,1
0,3,"Heterosexual",72,3.5,1,2,7,1,1,0,0,0,3,0,2,1,0,1,0
0,9,"Heterosexual",46,8,3,3,0,5,1,0,7,4,0,6,7,1,0,1,0
1,5,"Heterosexual",41,5,5,3,5,5,1,0,NA,5,5,5,6,1,0,0,1
0,1,"Heterosexual",56,0.5,0,1,7,0,1,1,0,0,8,0,0,NA,0,1,0
0,5,"Heterosexual",59,7.5,2.5,4,5,3,1,0,0,7,5,7,4,1,0,0,1
1,4,"Heterosexual",74,6,5.5,4,5,7,1,0,7,8,2,2,4,1,0,1,0
0,6,"Prefer not to say",36,5.5,6.5,3,0,6,1,0,0,0,8,0,3,0,1,0,1
0,6,"Heterosexual",35,8,2.5,3,3,6,1,0,5,3,8,2,6,0,1,0,1
0,7,"Heterosexual",73,6,1,2,4,0,1,0,5,1,0,8,5,1,0,0,1
0,12,"Heterosexual",46,2.5,0.5,2,3,0,1,0,0,0,1,1,6,1,0,1,0
0,3,"Heterosexual",75,4.5,7,4,3,3,1,0,2,3,0,5,6,1,0,0,1
0,7,"Heterosexual",72,5.5,5.5,2,5,2,1,0,2,4,3,6,5,1,0,0,1
0,12,"Heterosexual",24,2,4,2,5,1,1,0,0,3,0,5,1,1,0,1,0
1,6,"Heterosexual",61,7,8.5,4,0,10,1,0,10,10,0,5,12,1,0,0,1
0,7,"Heterosexual",41,3,3.5,1,7,0,1,1,0,0,0,0,0,1,0,0,1
0,9,"Heterosexual",60,8.5,2.5,2,4,0,1,0,4,0,2,2,6,1,0,0,1
1,8,"Heterosexual",64,7.5,1.5,3,0,10,1,0,0,1,3,8,12,1,0,0,1
0,3,"Heterosexual",63,8.5,3,3,5,10,1,0,0,0,0,10,0,1,0,0,1
0,11,"Prefer not to say",46,3.5,3,4,5,5,1,0,0,2,3,2,4,1,0,1,0
0,5,NA,63,9,5,4,0,8,1,0,7,0,0,7,10,1,0,0,1
1,5,"Heterosexual",63,8.5,7,5,3,5,1,0,8,6,0,7,4,1,0,0,1
1,11,"Heterosexual",48,7,1,2,0,8,1,0,1,5,10,0,8,1,0,0,1
0,3,"Heterosexual",63,6.5,0,2,5,1,1,0,0,0,3,0,6,1,0,1,0
1,3,"Heterosexual",67,7,3.5,4,3,10,1,0,7,1,0,8,2,1,0,0,1
1,10,"Heterosexual",65,7.5,3.5,4,0,8,1,0,8,4,1,4,11,1,0,0,1
1,2,"Heterosexual",74,6,3.5,4,3,8,1,0,4,5,5,3,5,1,0,1,0
0,3,"Heterosexual",71,10,1.5,3,3,1,1,0,0,5,0,0,5,NA,0,0,1
0,2,"Heterosexual",56,2,0.5,4,3,0,1,0,0,0,6,3,0,1,0,1,0
0,14,"Heterosexual",50,1,4,1,10,0,1,0,0,0,0,0,0,1,0,1,0
1,5,"Heterosexual",37,9,3.5,2,3,10,1,0,8,10,0,5,8,1,0,1,0
0,8,"Heterosexual",30,4,2.5,1,10,0,1,0,0,0,4,0,0,1,0,1,0
1,6,"Heterosexual",41,8.5,2,NA,8,5,1,0,6,7,9,6,2,1,0,1,0
0,13,"Heterosexual",51,4,0.5,2,5,0,1,0,0,0,5,0,6,1,0,0,1
1,13,"Heterosexual",53,5.5,6.5,3,5,4,1,0,6,3,0,7,7,1,0,1,0
1,6,"Heterosexual",75,9,2,4,2,5,1,0,6,5,0,5,9,1,0,1,0
1,2,"Heterosexual",54,9,2,4,0,9,1,0,10,0,0,0,12,1,0,0,1
1,12,"Heterosexual",43,7.5,3,4,3,8,1,0,6,5,0,10,9,1,0,0,1
1,6,"Heterosexual",73,9,3.5,3,3,9,1,0,3,5,2,9,9,1,0,0,1
1,6,"Heterosexual",52,7.5,4,4,3,7,1,0,2,4,1,7,6,1,0,0,1
0,13,"Heterosexual",28,3,0,4,5,8,1,0,6,1,8,2,2,1,0,1,0
0,14,"Heterosexual",53,0.5,4,1,7,0,1,0,0,0,0,0,1,1,0,1,0
0,12,"Heterosexual",35,5,4.5,1,6,1,1,1,0,1,3,1,2,1,0,1,0
1,7,"Heterosexual",33,9.5,5,3,0,8,1,0,5,5,0,7,9,1,0,0,1
1,3,"Heterosexual",26,2.5,2.5,3,4,3,1,0,0,5,6,2,5,1,0,1,0
1,13,"Heterosexual",72,9,6.5,5,0,9,1,0,10,10,0,1,12,1,0,0,1
1,5,"Heterosexual",70,6,3.5,3,3,6,1,0,10,8,0,5,4,1,0,0,1
0,8,"Heterosexual",67,5,1,2,4,1,1,0,0,7,0,5,4,1,0,0,1
0,7,"Heterosexual",43,7,NA,4,1,8,1,0,8,7,1,4,4,1,0,1,0
0,11,"Heterosexual",58,5.5,3.5,3,5,3,1,0,0,3,6,6,4,1,0,0,1
0,12,"Heterosexual",36,4.5,4,4,5,3,1,0,0,3,4,2,1,1,0,1,0
0,11,"Heterosexual",58,5.5,0.5,4,7,5,1,0,0,0,0,3,6,1,0,1,0
0,13,"Heterosexual",51,9,8,1,2,3,1,0,6,4,0,10,8,1,0,0,1
0,4,"Heterosexual",72,8,2.5,4,0,5,1,0,0,5,5,7,5,1,0,0,1
0,6,"Heterosexual",32,7,0.5,3,7,2,1,0,6,5,8,NA,1,1,0,0,1
0,13,"Homosexual",42,4,0.5,4,5,1,1,0,0,0,5,10,2,1,0,1,0
0,6,"Heterosexual",46,4,2.5,1,5,0,1,0,0,0,6,1,0,1,0,1,0
1,2,"Heterosexual",50,9,1.5,2,0,10,1,0,9,8,0,8,12,1,0,0,1
1,13,"Heterosexual",57,9.5,5.5,4,0,9,1,0,10,8,0,4,11,1,0,0,1
1,9,"Heterosexual",52,7.5,3,5,0,10,1,0,10,10,2,4,10,1,0,1,0
1,7,"Heterosexual",30,5.5,6.5,2,4,8,1,1,2,7,0,2,5,1,0,0,1
1,7,"Heterosexual",69,4,6.5,3,5,4,1,0,8,7,0,5,5,1,0,0,1
0,4,"Heterosexual",87,7.5,1,3,6,2,1,0,0,0,8,0,0,1,0,0,1
1,13,"Heterosexual",64,9.5,2.5,4,5,10,1,0,3,2,0,2,0,1,0,0,1
0,10,"Heterosexual",51,9,4,3,5,0,1,1,0,0,0,2,6,0,1,0,1
0,7,"Heterosexual",81,3.5,3,2,6,2,1,0,1,1,5,1,5,1,0,0,1
0,10,"Heterosexual",78,4,7.5,2,5,3,1,0,0,0,0,5,3,1,0,0,1
1,7,"Heterosexual",44,5,4,3,5,8,1,0,6,3,NA,2,6,1,0,0,1
0,9,"Heterosexual",69,4,4,4,8,2,1,0,2,6,2,8,2,0,1,0,1
1,3,"Heterosexual",56,9,6.5,4,0,6,1,0,5,5,5,2,6,1,0,0,1
1,4,"Heterosexual",72,8.5,0,2,0,10,1,0,10,10,2,8,6,1,0,0,1
0,9,"Heterosexual",74,2,3,1,6,0,1,0,0,0,2,2,0,1,0,1,0
0,2,"Heterosexual",64,9.5,0.5,4,6,2,1,0,0,0,0,3,0,1,0,0,1
0,8,"Heterosexual",69,8.5,3.5,2,6,5,1,0,2,2,0,5,3,1,0,1,0
1,10,"Heterosexual",44,7.5,5,5,5,5,1,0,6,7,0,0,3,1,0,0,1
0,6,"Heterosexual",57,7.5,4.5,3,1,3,1,0,0,0,1,3,12,1,0,0,1
1,3,"Heterosexual",58,8,2,4,0,5,1,0,5,10,NA,5,12,1,0,0,1
1,5,"Heterosexual",53,7,3,3,2,9,1,0,9,9,0,7,5,1,0,0,1
0,7,"Heterosexual",71,5.5,3.5,2,7,2,1,0,1,3,2,2,2,1,0,1,0
0,7,"Heterosexual",33,5,7,1,10,0,1,0,0,0,2,7,0,1,0,0,1
1,7,"Heterosexual",77,9,2.5,4,0,8,1,0,10,9,0,0,7,1,0,1,0
1,3,"Heterosexual",74,7.5,3.5,4,1,6,1,0,9,9,0,5,6,1,0,0,1
0,3,"Heterosexual",62,10,2.5,1,0,0,1,0,7,8,0,4,9,1,0,0,1
1,4,"Heterosexual",56,7.5,4.5,4,0,4,NA,0,1,5,0,2,9,1,0,1,0
1,2,"Bisexual",72,5,5,4,4,8,1,0,3,5,3,6,6,1,0,0,1
0,13,"Homosexual",45,8,1.5,1,5,0,1,0,0,0,2,0,1,1,0,1,0
1,5,"Heterosexual",69,8.5,2,4,0,8,1,0,9,5,0,7,7,1,0,1,0
1,6,"Heterosexual",63,7,3.5,4,5,4,1,0,5,5,1,5,7,1,0,0,1
0,7,"Heterosexual",51,4,4,2,5,0,1,0,0,1,2,2,2,1,0,1,0
1,4,"Heterosexual",64,7.5,2.5,3,3,NA,1,0,2,1,8,0,6,1,0,0,1
1,4,"Heterosexual",62,9,1.5,2,0,0,1,0,0,2,7,6,9,1,0,1,0
0,2,"Heterosexual",62,4,1.5,3,5,2,1,0,0,0,3,0,1,1,0,1,0
1,8,"Heterosexual",60,10,3,4,0,10,1,0,10,10,0,0,10,1,0,1,0
0,5,"Heterosexual",74,8.5,4.5,4,7,8,1,0,0,2,0,8,4,1,0,0,1
0,10,"Heterosexual",27,0.5,0.5,1,10,0,1,1,0,0,10,0,0,1,0,1,0
0,6,"Heterosexual",78,5,2.5,3,6,2,1,0,0,1,4,1,3,1,0,1,0
1,5,"Heterosexual",22,7.5,3,4,3,6,1,0,5,7,8,3,7,1,0,0,1
0,12,"Bisexual",34,2,0.5,1,5,5,1,0,0,0,8,0,2,1,0,1,0
0,13,"Heterosexual",33,5.5,3.5,2,5,0,1,0,1,3,2,7,4,1,0,0,1
0,11,"Heterosexual",51,6.5,5.5,2,6,2,1,0,0,4,2,8,2,1,0,0,1
0,13,"Heterosexual",46,7.5,7,2,6,5,1,0,2,5,0,5,4,1,0,0,1
1,8,"Heterosexual",70,8,1.5,5,7,0,1,0,0,0,8,0,0,1,0,1,0
1,3,"Prefer not to say",75,5.5,4.5,2,7,7,1,0,3,3,1,5,4,1,0,1,0
0,1,NA,56,6,2,3,5,3,1,0,0,0,1,6,3,1,0,0,1
0,3,"Heterosexual",64,5.5,2,2,5,3,1,0,2,4,3,6,2,1,0,0,1
1,5,"Heterosexual",20,9.5,0.5,2,0,3,1,0,3,0,7,0,9,1,0,1,0
1,10,"Heterosexual",62,8,1.5,2,2,7,1,0,9,6,4,1,5,1,0,0,1
0,3,"Homosexual",50,4,0,4,7,1,1,0,0,0,8,0,2,1,0,0,1
1,11,"Heterosexual",48,4,1.5,2,7,1,1,0,0,0,2,0,1,1,0,1,0
0,11,"Heterosexual",26,9.5,9.5,5,0,10,1,0,9,7,0,2,9,1,0,0,1
1,3,"Heterosexual",44,0.5,0,4,6,3,1,0,5,0,7,0,6,1,0,1,0
1,8,"Heterosexual",60,8,2,4,3,NA,1,0,4,5,6,1,6,1,0,0,1
0,6,"Heterosexual",69,2,3,1,7,0,1,0,0,0,6,3,1,1,0,1,0
0,4,"Heterosexual",53,4,1,2,8,5,1,0,0,1,6,4,0,1,0,0,1
1,6,"Prefer not to say",36,7,4,3,2,7,1,0,8,7,2,8,9,1,0,1,0
1,8,"Heterosexual",72,7.5,5.5,5,0,10,1,0,10,3,0,1,8,1,0,0,1
1,14,"Heterosexual",74,7,3,2,7,2,1,0,2,8,1,7,4,1,0,1,0
1,9,"Heterosexual",73,6.5,2.5,3,1,3,1,0,7,8,0,5,10,1,0,0,1
1,12,"Heterosexual",54,9,6,4,0,8,1,0,5,7,0,6,8,1,0,0,1
1,8,"Heterosexual",53,6.5,3.5,4,7,7,1,0,8,7,8,8,6,1,0,0,NA
1,6,"Heterosexual",56,7,3,3,5,5,1,0,0,3,6,3,6,1,0,NA,0
1,7,"Heterosexual",57,7.5,1,4,0,10,1,0,10,9,4,8,12,1,0,0,1
1,3,"Heterosexual",56,9,2,1,0,10,1,0,5,6,0,2,12,1,0,1,0
0,6,"Heterosexual",48,4.5,5.5,4,4,8,1,0,3,3,2,3,4,1,0,1,0
0,3,"Heterosexual",22,1.5,3.5,2,7,0,1,0,2,2,2,6,2,1,0,1,0
1,4,"Heterosexual",46,5,5,3,4,5,1,0,4,5,5,5,4,1,0,1,0
1,7,"Heterosexual",66,6.5,3.5,2,5,9,1,0,1,0,0,8,2,1,0,0,1
0,4,"Heterosexual",57,0,0.5,1,7,2,1,0,0,0,6,1,2,1,0,1,0
0,5,"Heterosexual",38,4,1.5,1,7,0,1,0,0,0,6,3,2,1,0,1,0
1,8,"Heterosexual",49,9,0,3,5,5,1,0,0,0,0,0,1,0,1,0,1
0,13,"Heterosexual",33,2.5,2.5,1,5,2,1,0,0,0,0,0,2,1,0,1,0
1,5,"Prefer not to say",74,8.5,6,4,0,6,1,0,4,0,0,8,7,1,0,1,0
0,11,"Heterosexual",62,6.5,5,NA,4,3,1,1,2,4,1,7,2,1,0,0,1
1,2,"Heterosexual",55,7.5,2.5,4,0,10,1,0,8,8,5,0,12,1,0,0,1
1,7,"Heterosexual",54,8.5,0,4,2,6,1,0,7,7,1,6,10,1,0,1,0
0,8,"Heterosexual",26,5,5,4,6,6,1,0,5,5,5,2,5,NA,0,0,1
0,1,"Heterosexual",40,5.5,6,1,3,10,1,0,5,5,6,6,4,1,0,1,0
1,9,"Heterosexual",55,6,3.5,4,2,5,1,0,4,3,5,4,6,1,0,1,0
1,2,"Heterosexual",67,7.5,1.5,4,0,10,1,0,7,1,0,8,6,1,0,0,1
1,4,"Heterosexual",69,10,0.5,4,6,4,1,0,0,2,5,5,4,1,0,1,0
0,6,"Prefer not to say",57,10,7,3,0,9,1,0,8,8,0,8,6,1,0,0,1
1,7,"Heterosexual",69,7,3.5,4,3,8,1,0,5,4,0,5,7,1,0,0,1
0,9,"Heterosexual",58,3,3,1,NA,2,1,0,0,0,7,3,1,1,0,1,0
1,7,"Heterosexual",42,7.5,0,5,4,5,1,0,5,1,7,0,7,1,0,1,0
1,7,"Heterosexual",48,8,5.5,3,0,10,1,0,10,10,0,5,11,1,0,0,1
0,15,"Heterosexual",24,4,2,1,7,0,1,1,0,0,6,2,1,1,0,1,0
NA,10,"Heterosexual",27,1,0.5,1,7,0,1,0,0,0,4,1,0,1,0,1,0
0,4,"Heterosexual",74,9,6,2,4,4,1,0,0,2,0,9,4,1,0,0,1
1,4,"Heterosexual",78,9.5,0.5,3,0,10,1,0,4,3,0,5,8,1,0,1,0
1,4,"Heterosexual",22,5.5,6.5,3,3,7,1,0,3,4,7,7,8,1,0,1,0
0,8,"Heterosexual",53,3,0,3,8,0,1,0,0,0,0,0,0,1,0,1,0
0,4,"Heterosexual",60,6,2,2,5,0,1,1,0,0,1,1,3,1,0,0,1
0,7,"Heterosexual",76,7.5,4.5,3,5,5,1,0,0,9,5,0,2,1,0,0,1
1,10,"Heterosexual",58,7.5,2.5,3,2,9,1,0,10,5,0,0,11,1,0,1,0
0,8,"Heterosexual",56,1,0.5,1,6,0,1,0,0,0,9,3,1,1,0,0,1
0,4,"Heterosexual",70,8,3.5,4,5,5,1,0,3,2,7,7,4,1,0,0,1
1,1,"Heterosexual",54,7.5,1,4,4,5,1,0,7,6,2,4,6,1,0,1,0
1,2,"Heterosexual",71,7,0,3,0,10,1,0,2,0,0,10,12,1,0,0,1
1,2,"Heterosexual",66,6.5,1.5,3,0,10,1,0,2,2,10,5,10,1,0,0,1
1,7,"Heterosexual",42,7.5,3,3,4,5,1,0,8,5,4,5,6,1,0,1,0
0,3,"Heterosexual",78,6,0,4,5,0,1,0,0,0,9,0,4,1,0,0,1
1,3,"Heterosexual",75,9,3,4,0,10,1,0,7,10,0,8,11,1,0,0,1
1,9,"Heterosexual",59,8,2,2,1,10,1,0,4,6,5,4,8,0,1,0,1
0,4,"Heterosexual",44,5.5,NA,4,8,8,1,0,3,3,6,7,3,1,0,1,0
0,11,"Heterosexual",73,6,4.5,5,3,2,NA,0,0,0,0,10,0,1,0,1,0
0,4,"Heterosexual",49,6.5,5.5,4,3,7,1,0,0,7,3,10,8,1,0,1,0
1,9,"Heterosexual",46,7.5,7,4,0,9,1,0,6,3,0,3,10,1,0,1,0
1,5,"Bisexual",72,6,1.5,3,5,4,1,NA,4,3,0,4,4,1,0,0,1
0,11,"Heterosexual",37,7.5,4.5,3,4,2,1,0,0,0,0,7,9,1,0,1,0
0,3,"Heterosexual",53,8.5,0.5,5,0,10,1,0,0,6,8,0,4,0,1,0,1
1,4,"Heterosexual",66,9.5,0,3,0,8,1,0,10,10,0,0,12,1,0,1,0
1,4,"Heterosexual",37,3.5,0.5,3,5,2,1,1,2,1,8,0,4,1,0,1,0
1,5,"Heterosexual",65,8.5,2.5,5,0,10,1,0,0,8,0,6,8,1,0,0,1
1,7,"Heterosexual",61,7.5,6.5,4,0,9,1,0,9,6,0,5,8,1,0,0,1
1,12,"Heterosexual",58,4.5,0.5,3,1,3,1,0,5,3,8,3,4,1,0,0,1
0,14,"Heterosexual",45,5,4.5,1,5,0,1,0,0,0,3,0,2,0,1,1,0
0,9,"Heterosexual",27,7.5,3.5,5,6,5,1,0,2,10,2,5,4,1,0,1,0
1,10,"Heterosexual",48,4,1,2,4,0,1,0,1,0,2,1,3,1,0,1,0
1,2,"Bisexual",37,6,5.5,2,4,2,1,0,6,2,2,7,7,1,0,0,1
0,9,"Heterosexual",78,1,1,1,7,1,1,0,0,0,0,0,1,1,0,1,0
1,12,"Heterosexual",28,7,3,2,6,8,1,0,5,8,2,7,0,1,0,1,0
0,13,"Heterosexual",61,4,2,1,5,1,1,0,0,0,4,2,4,1,0,0,1
1,4,"Heterosexual",31,7,3.5,4,0,10,1,0,5,5,0,5,12,1,0,0,1
0,4,"Heterosexual",64,4,0.5,4,3,0,1,0,0,2,7,5,1,1,0,0,1
0,4,"Heterosexual",72,6,2.5,5,6,1,1,0,0,0,0,5,2,1,0,0,1
1,3,"Heterosexual",72,7.5,2.5,4,0,5,1,0,3,3,4,9,8,1,0,0,1
0,9,"Heterosexual",41,6,0,2,3,1,1,0,1,2,2,1,7,1,0,1,0
1,6,"Heterosexual",26,10,2,5,0,8,1,0,8,10,10,0,9,1,0,0,1
1,2,"Heterosexual",59,7,3,4,8,3,1,0,5,2,0,5,2,1,0,0,1
1,6,"Heterosexual",61,9,0,5,0,10,1,0,10,10,0,0,12,1,0,0,1
1,3,"Heterosexual",71,6.5,5.5,4,2,9,1,0,6,6,0,7,7,1,0,0,1
0,2,"Heterosexual",55,8.5,1.5,3,2,3,1,0,5,4,4,3,4,1,0,0,1
0,3,"Homosexual",50,4.5,2,1,10,0,1,0,0,0,10,0,0,1,0,1,0
1,10,"Heterosexual",63,3,0,3,5,0,1,0,0,0,8,0,4,1,0,1,0
0,3,"Heterosexual",65,5.5,3,3,4,7,1,0,4,3,5,8,5,1,0,0,1
0,8,"Heterosexual",67,3,2.5,1,7,2,1,0,1,2,3,3,3,0,1,1,0
0,5,"Heterosexual",58,5,0,2,3,3,1,0,0,1,3,3,6,1,0,1,0
0,1,"Heterosexual",31,5,5,4,5,5,1,0,0,0,6,0,4,1,0,0,1
1,10,"Heterosexual",57,7.5,2.5,4,0,6,1,0,3,5,1,7,8,1,0,0,1
1,5,"Heterosexual",82,6,5,3,3,8,1,0,10,8,0,10,7,1,0,0,1
1,3,"Heterosexual",48,7,3,4,0,10,1,0,10,10,0,6,11,1,0,0,1
0,8,"Prefer not to say",40,3.5,5,2,5,0,1,0,0,0,0,0,0,1,0,1,0
0,6,"Heterosexual",66,3.5,2.5,1,10,0,1,0,0,0,1,0,0,1,0,0,1
0,9,"Heterosexual",69,7,2.5,4,5,2,1,0,0,7,0,4,7,1,0,0,1
1,2,"Heterosexual",69,7.5,4,4,0,8,1,0,1,6,1,8,3,1,0,1,0
0,5,"Heterosexual",22,4.5,3,2,4,2,1,1,0,1,0,0,4,1,0,1,0
0,5,"Heterosexual",80,7,4,4,5,7,1,0,6,4,0,9,4,1,0,0,1
1,8,"Heterosexual",64,6,7.5,1,6,0,1,0,0,4,0,0,0,1,0,0,1
0,12,"Heterosexual",51,2.5,0.5,2,7,2,1,0,1,2,8,2,1,1,0,1,0
0,4,"Heterosexual",35,0.5,1.5,1,5,0,1,1,0,0,10,0,0,1,0,1,0
0,7,"Heterosexual",49,7.5,2.5,3,4,3,1,0,0,6,0,8,7,1,0,0,1
1,8,"Heterosexual",57,5,5,4,6,8,1,0,3,5,0,6,6,1,0,0,1
0,11,"Heterosexual",72,6,2.5,4,3,3,1,0,10,10,10,8,3,1,0,0,1
1,5,"Heterosexual",80,8.5,0.5,3,5,0,1,0,0,6,9,0,7,1,0,0,1
1,6,"Heterosexual",57,6,7,3,6,3,1,0,6,7,0,7,3,1,0,0,1
0,4,"Heterosexual",77,3.5,3,1,4,2,1,0,0,0,1,5,6,1,0,0,1
1,11,"Heterosexual",62,6,5.5,3,5,5,1,0,3,1,1,1,5,1,0,1,0
0,4,"Heterosexual",24,3,4,2,7,0,1,0,0,0,7,3,0,1,NA,1,0
0,7,"Heterosexual",54,6.5,6.5,3,5,2,1,0,3,4,0,4,5,1,0,1,0
0,10,"Heterosexual",72,7,3,3,5,1,1,0,1,1,9,2,0,1,0,0,1
0,9,"Heterosexual",54,2,0,2,4,2,1,0,0,0,6,0,5,1,0,1,0
1,10,"Heterosexual",71,9.5,4,2,0,10,1,0,9,8,0,7,8,1,0,0,1
0,5,"Heterosexual",65,2,2.5,2,10,0,1,0,0,0,10,0,0,1,0,1,0
0,7,"Heterosexual",49,6,2.5,3,5,2,1,0,0,0,8,7,3,1,0,0,1
0,6,"Heterosexual",64,5.5,6.5,1,8,1,1,0,4,5,0,7,4,1,0,1,0
0,2,"Homosexual",71,2,1,2,10,0,1,0,0,0,9,0,0,1,0,1,0
1,5,"Heterosexual",54,8.5,8,5,0,10,1,0,10,7,1,1,12,1,0,1,0
0,9,"Heterosexual",43,1.5,2.5,2,6,0,1,0,0,0,8,0,0,1,0,1,0
1,10,"Heterosexual",58,9,2,1,1,5,1,0,7,7,0,3,7,1,0,0,1
0,8,"Bisexual",37,0,4.5,1,8,0,1,0,0,0,0,0,0,1,0,1,0
0,4,"Heterosexual",24,3,3,3,7,1,1,0,0,1,2,0,0,1,0,0,1
0,5,"Heterosexual",35,3.5,6,4,5,3,1,0,0,0,0,5,2,1,0,1,0
0,5,"Heterosexual",69,3,0,3,7,0,1,0,0,0,8,0,0,1,NA,0,1
1,4,"Heterosexual",65,7.5,2,4,3,10,1,0,6,5,0,5,11,1,0,1,0
0,4,"Heterosexual",55,6,2.5,3,6,2,1,0,0,3,7,3,2,1,0,0,1
0,4,"Heterosexual",63,5.5,3,2,7,0,1,0,0,1,1,2,2,1,0,0,1
0,7,"Heterosexual",63,4.5,3.5,3,7,3,1,0,0,4,0,4,3,1,0,0,1
1,3,"Heterosexual",82,5.5,4,3,5,7,1,0,8,9,0,3,6,1,0,1,0
0,7,"Heterosexual",68,4.5,5,2,7,2,1,0,0,0,0,1,3,1,0,1,0
0,5,"Heterosexual",36,5,3,3,10,0,1,0,0,0,0,0,3,1,0,1,0
1,5,"Heterosexual",77,9.5,5,3,0,10,1,0,5,5,0,6,9,1,0,0,1
1,9,"Bisexual",61,1,2,2,0,5,1,0,0,0,5,0,6,0,1,0,1
0,11,"Heterosexual",33,6,2.5,3,6,1,1,0,2,6,7,0,4,1,0,0,1
1,4,"Heterosexual",33,7.5,2,3,3,8,1,0,4,NA,4,7,5,1,0,1,0
0,8,NA,67,7,0,3,7,5,1,0,0,0,0,0,0,1,0,0,1
1,4,"Heterosexual",73,9.5,0.5,5,3,5,1,0,0,4,0,0,4,1,0,0,1
0,12,"Heterosexual",40,4,1,1,5,0,1,0,0,0,3,0,0,1,0,1,0
1,3,"Heterosexual",53,4.5,2,3,3,6,1,0,1,3,10,0,6,1,0,0,1
1,5,"Heterosexual",38,7.5,1,3,7,5,1,0,2,4,7,1,3,1,0,0,1
0,6,"Heterosexual",62,8.5,1.5,2,4,5,1,0,0,1,1,1,4,1,0,0,1
0,10,"Heterosexual",67,4,3.5,4,5,0,1,0,0,1,1,2,1,1,0,1,0
1,3,"Heterosexual",65,7.5,3,4,6,6,1,0,0,1,2,4,2,1,0,0,1
1,2,"Heterosexual",47,6.5,2.5,4,3,5,1,0,9,8,3,7,9,1,0,0,1
0,10,"Heterosexual",58,2.5,0.5,3,5,0,1,0,0,0,10,0,0,1,0,1,0
1,9,"Heterosexual",80,9.5,5,5,0,2,1,0,NA,6,0,2,10,1,0,0,1
1,14,"Heterosexual",49,5.5,4.5,4,4,1,1,0,0,7,0,9,0,1,0,1,NA
1,12,"Heterosexual",63,8,2,4,0,7,1,0,0,5,5,3,6,1,0,1,0
1,5,"Heterosexual",55,7,2,2,5,8,1,0,8,10,0,5,9,1,0,0,1
1,4,"Heterosexual",75,8.5,5,4,2,5,1,0,9,7,NA,9,3,1,0,1,0
1,5,"Heterosexual",72,9.5,0,4,0,5,1,0,8,0,10,0,8,1,0,0,1
1,4,"Heterosexual",61,8.5,8,4,0,9,1,0,10,8,0,10,12,1,0,0,1
0,7,"Heterosexual",66,3.5,4,2,5,3,1,0,0,0,0,2,4,1,0,1,0
1,8,"Homosexual",48,7.5,0.5,5,0,10,1,0,10,7,0,1,12,1,0,1,0
1,5,"Heterosexual",73,7.5,0,5,0,4,1,0,7,7,0,4,2,1,0,0,1
1,3,"Heterosexual",71,9.5,3.5,4,1,8,1,0,6,3,0,7,8,1,0,0,1
1,10,"Heterosexual",59,10,3,3,0,7,1,0,10,10,0,2,7,1,0,1,0
1,7,"Heterosexual",60,9.5,6,4,3,7,1,0,7,7,4,8,7,1,0,1,0
0,3,"Homosexual",36,8,2,2,6,3,1,0,0,1,5,3,1,1,0,1,0
1,2,"Heterosexual",76,7,6,2,3,8,1,0,7,6,0,7,9,1,0,0,1
0,3,"Bisexual",40,7.5,2,3,5,0,1,0,0,0,7,0,6,1,0,0,1
1,5,"Heterosexual",64,7.5,0,4,3,10,1,0,8,7,2,4,9,1,0,1,0
1,3,"Heterosexual",67,7.5,2.5,4,5,6,1,0,5,8,0,5,7,1,0,0,1
0,4,"Homosexual",69,5,3,4,5,6,1,0,0,3,3,1,2,1,0,0,1
0,13,"Heterosexual",39,4,2.5,2,6,2,1,0,0,0,3,1,2,NA,0,1,0
0,8,"Heterosexual",75,8,1.5,3,3,7,1,0,3,8,0,5,5,1,0,0,1
1,3,"Heterosexual",73,9.5,3.5,3,1,10,1,0,10,5,1,10,8,1,0,0,1
0,8,"Heterosexual",60,6.5,5,3,4,2,1,0,0,4,0,6,4,1,0,0,1
